"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.14196068191452e-38,-0.337484613667173,0.099,0.298,3.82990773500492e-34,"2","FAM96A"
1.15880639223518e-38,-0.303756073638801,0.027,0.19,3.88640487827833e-34,"2","PEA15"
1.31872056823535e-38,-0.458401894660985,0.23,0.451,4.42272504174771e-34,"2","ITGAL"
1.38193695138693e-38,-0.274523041381646,0.022,0.182,4.63474014756148e-34,"2","RP2"
1.48824525603063e-38,0.326953186711112,0.33,0.171,4.99127693967551e-34,"2","THEM4"
1.51605985474539e-38,-0.3095013550189,0.068,0.257,5.0845615408451e-34,"2","ETV6"
1.65092795543493e-38,-0.273399715831676,0.008,0.156,5.53688217693768e-34,"2","SHTN1"
1.75292916016969e-38,-0.298899754593496,0.04,0.212,5.87897381737709e-34,"2","RALB"
1.79077020847362e-38,-0.323558780585557,0.064,0.248,6.00588512517884e-34,"2","FAM91A1"
2.04090022805817e-38,-0.889541201927284,0.025,0.181,6.84477118486151e-34,"2","CXCL8"
2.10140176664445e-38,0.427616990253635,0.366,0.213,7.04768124497215e-34,"2","CHMP7"
2.29315267067437e-38,-0.322766097463256,0.019,0.176,7.69077542690771e-34,"2","RNF144B"
2.3828069640331e-38,-0.285708947503769,0.015,0.169,7.99145799597421e-34,"2","NPL"
2.39874052031403e-38,-0.381615239633008,0.196,0.418,8.04489595702919e-34,"2","ADAM10"
2.41326794498494e-38,0.364008376682263,0.341,0.186,8.09361803389048e-34,"2","SFI1"
2.67189860570741e-38,-0.400180763752922,0.149,0.363,8.9610135438215e-34,"2","CAPN1"
2.70210827239326e-38,-0.275695709261894,0.024,0.185,9.06233072395251e-34,"2","RNF135"
2.77042701316512e-38,-0.382514175849994,0.055,0.234,9.29145811675319e-34,"2","SOX4"
2.90569304205063e-38,-0.38460157335734,0.111,0.311,9.74511332442939e-34,"2","FRAT2"
3.88579215032083e-38,-0.273803819173828,0.012,0.164,1.3032169713746e-33,"2","HK3"
3.96189655526099e-38,0.439450367072907,0.503,0.342,1.32874086670343e-33,"2","PDE7A"
4.10483893028579e-38,0.355834118585027,0.296,0.15,1.37668088043925e-33,"2","NIPAL3"
5.08601803735695e-38,-0.412042980761886,0.061,0.238,1.70574872936878e-33,"2","ABI3"
5.11912322403887e-38,-0.361041005244406,0.141,0.353,1.71685154687816e-33,"2","HOOK3"
5.54807383061564e-38,-0.278899264125429,0.003,0.145,1.86071300131187e-33,"2","SECTM1"
6.11830961300836e-38,-0.305722708245279,0.05,0.225,2.05195867801074e-33,"2","RARA"
6.12712650637388e-38,0.335398783631813,0.301,0.148,2.05491568770767e-33,"2","SCML4"
6.15734975659553e-38,-0.32034328485444,0.044,0.215,2.06505196136701e-33,"2","MBOAT7"
6.67857450982964e-38,-0.357091004991394,0.123,0.329,2.23986031910667e-33,"2","SNX27"
6.98094651066343e-38,-0.307926371098307,0.08,0.27,2.3412698407463e-33,"2","ARF3"
7.00867734497761e-38,-0.665084046509565,0.004,0.146,2.35057020795859e-33,"2","CD22"
7.1534503783393e-38,-0.267343849166072,0.017,0.171,2.39912418788743e-33,"2","CALHM2"
7.2042095255721e-38,-0.410453270860819,0.39,0.609,2.41614779068637e-33,"2","ENY2"
7.80176589414614e-38,-0.341827695618024,0.159,0.379,2.61655624557873e-33,"2","EPS15"
1.07192853451583e-37,-0.39405078528572,0.074,0.256,3.59503391905918e-33,"2","PTGER2"
1.12237853979269e-37,-0.335260739970395,0.083,0.274,3.76423314675672e-33,"2","TUT7"
1.21980571289798e-37,-1.32551083881761,0.006,0.148,4.09098439991725e-33,"2","IGHD"
1.31154030177667e-37,-0.480066161589787,0.383,0.595,4.39864386409859e-33,"2","HSPA5"
1.36659945571036e-37,-0.389747543116685,0.162,0.378,4.58330125456142e-33,"2","ASAP1"
1.46618354092451e-37,-0.572747980531847,0.49,0.62,4.91728635955263e-33,"2","C1orf162"
1.59361642211067e-37,-0.342977026168339,0.133,0.342,5.34467075647477e-33,"2","MOB3A"
1.63314861771279e-37,-0.458273408338144,0.495,0.681,5.47725383408515e-33,"2","RNASET2"
1.76878596075146e-37,-0.282362130484762,0.015,0.167,5.93215435516824e-33,"2","SPECC1"
1.93523793952361e-37,-0.304983065367647,0.086,0.277,6.49040100157427e-33,"2","PLCB2"
2.00623721740741e-37,-0.607442273522675,0.254,0.447,6.72851837974098e-33,"2","ALOX5AP"
2.1675393537871e-37,-0.294222254722374,0.027,0.185,7.26949348473118e-33,"2","ARRB1"
2.21484656306711e-37,-0.35539403869949,0.042,0.209,7.42815240321449e-33,"2","AHR"
2.378634965776e-37,-0.293883849488311,0.014,0.164,7.97746594821956e-33,"2","GSE1"
2.37976580504697e-37,-1.21302431667633,0.107,0.279,7.98125855696653e-33,"2","CD79B"
2.48686901648586e-37,-0.357291145005677,0.166,0.384,8.34046130749027e-33,"2","COPA"
2.55159652407437e-37,-0.292189480919927,0.041,0.211,8.55754442244064e-33,"2","PTPRJ"
2.58113635482304e-37,-0.346565376288311,0.085,0.273,8.65661510680552e-33,"2","G6PD"
2.68691240694463e-37,-0.261797129387772,0.006,0.149,9.01136683041089e-33,"2","MEFV"
2.85800204251369e-37,-0.283428087876975,0.006,0.148,9.58516725018241e-33,"2","CXCL16"
2.96507829722554e-37,-0.304610321810197,0.037,0.203,9.94427959323502e-33,"2","ATP6V0A1"
3.05437821003568e-37,0.305494944946208,0.352,0.185,1.02437736408177e-32,"2","TC2N"
3.17135889385509e-37,0.393802503050828,0.807,0.714,1.06361034582112e-32,"2","UXT"
3.3784410689366e-37,0.355383959532777,0.78,0.654,1.13306156569996e-32,"2","SOD1"
3.52368188033457e-37,-0.360899145195844,0.157,0.371,1.18177242902661e-32,"2","SASH3"
3.72254189415943e-37,-0.283920251944022,0.02,0.174,1.24846610046319e-32,"2","ZFHX3"
4.16116412630736e-37,-0.271896986242754,0.02,0.173,1.39557122468096e-32,"2","SPOPL"
4.29560698898641e-37,-0.293925441745369,0.034,0.198,1.44066067196626e-32,"2","ZSWIM6"
4.38866546510801e-37,-0.341209940075885,0.094,0.286,1.47187062368792e-32,"2","AFTPH"
4.66592243556769e-37,-0.356762695141702,0.125,0.325,1.56485706644069e-32,"2","IQSEC1"
5.47128009640808e-37,-0.408266142350284,0.229,0.446,1.83495791873334e-32,"2","BNIP2"
5.59900642857088e-37,-0.351507351478632,0.1,0.291,1.8777947760141e-32,"2","DUSP22"
6.63812318087532e-37,-0.445086421663209,0.568,0.747,2.22629375240196e-32,"2","PPIB"
6.77962949030855e-37,-0.338364856231169,0.026,0.181,2.27375213845968e-32,"2","ACSL1"
6.8222524044831e-37,-0.357148981898424,0.215,0.443,2.28804701141554e-32,"2","PSMB2"
6.90644296547033e-37,-0.32696548446784,0.075,0.256,2.31628284175944e-32,"2","TRIOBP"
7.00752853813236e-37,-0.262849100481596,0.016,0.166,2.35018492111883e-32,"2","SRGAP2"
7.08422960100346e-37,-0.283720584368641,0.057,0.234,2.37590892358454e-32,"2","YWHAG"
8.14193070571675e-37,-0.811972267129618,0.017,0.163,2.73064072008328e-32,"2","LINC00926"
9.06449174471679e-37,-0.338773455832933,0.042,0.207,3.04004924134312e-32,"2","DDAH2"
1.01478377591822e-36,0.409830847945142,0.785,0.698,3.40338182767453e-32,"2","NSA2"
1.18775771938875e-36,-0.373234420425621,0.233,0.456,3.98350183928599e-32,"2","PCMT1"
1.58095976903606e-36,-0.421298243350505,0.213,0.428,5.30222287339314e-32,"2","PARP14"
1.67961757282883e-36,0.382453973963503,0.601,0.432,5.63310141575332e-32,"2","MZT2A"
1.85046163651655e-36,-0.416190325605098,0.249,0.466,6.20607823654921e-32,"2","OSBPL8"
1.94675594921682e-36,-0.383864719871798,0.125,0.32,6.52903010248338e-32,"2","DPYD"
2.11785214114485e-36,-0.343042832976828,0.136,0.34,7.10285251097159e-32,"2","FLII"
2.15135628753509e-36,-0.374788264158175,0.11,0.303,7.21521871713519e-32,"2","CD84"
2.25535049103799e-36,-0.346634248205834,0.105,0.298,7.56399447684322e-32,"2","C20orf27"
2.35420377065781e-36,0.366516000857696,0.422,0.255,7.89552860603216e-32,"2","ANXA2R"
2.40314146611649e-36,-0.325136846377964,0.093,0.283,8.05965584906148e-32,"2","TMEM205"
2.40833552836555e-36,-0.356075396434849,0.065,0.242,8.07707569503239e-32,"2","ABHD5"
2.52956302671565e-36,-0.258239376715495,0.002,0.138,8.48364847899893e-32,"2","FCGR1A"
2.53239234445811e-36,-0.351537976196799,0.122,0.321,8.49313744484362e-32,"2","COL4A3BP"
2.79465026524501e-36,-0.374081982090115,0.231,0.452,9.37269805957872e-32,"2","RAB8A"
3.14142586235114e-36,-0.282544725009349,0.033,0.192,1.05357140571533e-31,"2","DIAPH2"
3.49856131042896e-36,-0.322467983742994,0.078,0.26,1.17334749229166e-31,"2","ATP11A"
4.05424824124571e-36,0.427915006212988,0.602,0.454,1.35971377514899e-31,"2","GCC2"
4.27610217611447e-36,-0.436521208973774,0.484,0.662,1.43411914782527e-31,"2","WSB1"
4.35165958880919e-36,-0.383044578834293,0.296,0.517,1.45945959289483e-31,"2","CHMP2A"
4.50718560451856e-36,-0.291869919511179,0.046,0.213,1.51161990804343e-31,"2","APAF1"
4.96030009279307e-36,-0.442045495083146,0.352,0.57,1.66358544512094e-31,"2","YWHAQ"
5.47297151337113e-36,-0.284671422993692,0.008,0.147,1.83552518615441e-31,"2","ATF3"
5.86117044818491e-36,-0.262810883291766,0.01,0.151,1.96571934491225e-31,"2","FRY"
7.06600623801647e-36,-0.310294507468653,0.1,0.292,2.36979717210596e-31,"2","UBE2A"
8.34575284729745e-36,-0.261838224323419,0.019,0.168,2.79899858992662e-31,"2","ADAM15"
8.96780576859017e-36,-0.269778615331414,0.023,0.174,3.00762269866977e-31,"2","MAP3K20"
1.0153353611382e-35,-0.365530231470939,0.153,0.357,3.40523173418531e-31,"2","NAPRT"
1.14467427530895e-35,0.351571926165781,0.854,0.782,3.83900858453116e-31,"2","ANP32B"
1.30779212884607e-35,-0.646782857692554,0.011,0.15,4.38607324172395e-31,"2","CD8A"
1.3254883675686e-35,-0.400789433452373,0.387,0.599,4.44542288715158e-31,"2","TMEM50A"
1.39410586352169e-35,-0.365742547072804,0.231,0.453,4.67555224507905e-31,"2","RPS6KA3"
1.52409774329066e-35,-0.327877064216555,0.053,0.219,5.11151901144821e-31,"2","GSAP"
1.58275139693e-35,-0.341861079788523,0.128,0.326,5.30823163502384e-31,"2","TMED5"
1.63058356846157e-35,-0.336670768026673,0.124,0.32,5.4686511719064e-31,"2","ATOX1"
1.69642555174735e-35,-0.347951804451518,0.004,0.139,5.68947201545025e-31,"2","IGFBP7"
1.76398743164675e-35,-0.31153112276112,0.006,0.142,5.91606104825687e-31,"2","MCEMP1"
1.94107469147102e-35,-0.396241757779769,0.275,0.49,6.50997630025552e-31,"2","HEBP2"
1.95754953997225e-35,-0.258954216565528,0.002,0.135,6.56522964715892e-31,"2","CBFA2T3"
2.10573702537702e-35,-0.43027374581381,0.002,0.134,7.06222083570944e-31,"2","ADAM28"
2.3072237949845e-35,-0.301303345718322,0.055,0.223,7.73796716361902e-31,"2","OSBPL11"
2.55759616967271e-35,-0.251152436521769,0.001,0.133,8.57766603384833e-31,"2","LINC00877"
2.60298326375946e-35,-0.312692102248135,0.101,0.29,8.72988526999649e-31,"2","PNPLA8"
3.10297332577631e-35,-0.308730720198756,0.007,0.143,1.04067519399886e-30,"2","TRIB1"
3.28381338259392e-35,-0.355055765795875,0.189,0.404,1.10132533225435e-30,"2","BLOC1S2"
3.48808875393974e-35,-0.387171214061721,0.411,0.607,1.16983520629631e-30,"2","ATP5F1C"
3.68888845794714e-35,-0.302895326917629,0.078,0.257,1.23717941102631e-30,"2","ATXN1"
3.70492145283418e-35,-0.762777863647876,0.893,0.92,1.24255655685153e-30,"2","CD37"
4.01010741335514e-35,-0.302168557338205,0.087,0.271,1.34490982429105e-30,"2","TMEM33"
4.21393522441902e-35,-0.347031948702303,0.203,0.417,1.41326959556565e-30,"2","ERP44"
4.28981055873286e-35,-0.403057518575712,0.443,0.651,1.43871666518783e-30,"2","SPCS2"
4.84984553684728e-35,-0.294696181634932,0.05,0.214,1.62654119614784e-30,"2","CAMKK2"
4.85939268107722e-35,-0.363460054939966,0.209,0.422,1.62974311737968e-30,"2","SETX"
5.17745976940984e-35,-0.255422501633462,0.018,0.163,1.73641645746467e-30,"2","KDM1B"
5.31405526667077e-35,0.280705314638588,0.239,0.108,1.78222785533604e-30,"2","BACH2"
5.35204382581646e-35,0.307333366878503,0.284,0.14,1.79496845830233e-30,"2","RIC3"
5.78647559721406e-35,-0.639235529382573,0.017,0.159,1.94066818579365e-30,"2","CCL3"
6.61210597289757e-35,-1.20080715895509,0.022,0.164,2.21756810119039e-30,"2","GZMK"
6.62198272846829e-35,-0.437707273663804,0.235,0.439,2.22088056747369e-30,"2","RNF149"
7.25442230570206e-35,-0.352118431777411,0.152,0.357,2.43298815288636e-30,"2","NABP1"
7.38026970053943e-35,-0.438429740528595,0.134,0.323,2.47519485216691e-30,"2","AC245014.3"
7.80669448863096e-35,-0.350888263924876,0.103,0.29,2.61820919759705e-30,"2","LPP"
7.92558294695929e-35,-0.332769830699849,0.104,0.291,2.65808200875121e-30,"2","MAPKAPK3"
1.08332477228632e-34,-0.376832095799241,0.115,0.307,3.63325462129385e-30,"2","PHACTR2"
1.2505799967382e-34,-0.325642996084241,0.135,0.332,4.19419519306057e-30,"2","ATP6AP1"
1.2784160776863e-34,-0.461399937899932,0.049,0.212,4.28755184134431e-30,"2","MPP1"
1.36633457947892e-34,-0.35052283652126,0.126,0.32,4.58241291265641e-30,"2","WDFY2"
1.52366228648823e-34,-0.367133964236367,0.388,0.598,5.11005857642423e-30,"2","ANP32A"
1.57442131525479e-34,0.344877385575059,0.79,0.7,5.28029420710152e-30,"2","SNRPD2"
1.73873986300628e-34,-0.407974981080541,0.232,0.44,5.83138575255046e-30,"2","CCNY"
1.82958047579291e-34,-0.272912237834284,0.008,0.142,6.13604699971425e-30,"2","PLCB1"
2.0239817931857e-34,-0.389622657078924,0.333,0.555,6.7880301379862e-30,"2","PPP1R12A"
2.38813405711153e-34,-0.351580496625468,0.207,0.421,8.00932400074065e-30,"2","MAP3K2"
2.41352135689545e-34,-1.23245738600323,0.042,0.189,8.09446792675594e-30,"2","PRF1"
2.58181126393737e-34,-0.275197586623617,0.026,0.174,8.65887861699316e-30,"2","GAB3"
2.620062280627e-34,-0.358756063701122,0.125,0.319,8.78716487676684e-30,"2","LAP3"
2.64586715463786e-34,-0.252452454539992,0.015,0.156,8.87370926322445e-30,"2","SERPINB8"
2.82361972171226e-34,-0.288372244915432,0.065,0.236,9.46985582267859e-30,"2","UBE2W"
3.13481405397345e-34,-0.290490673030244,0.051,0.212,1.05135393742161e-29,"2","CHST11"
3.62733495228149e-34,-0.352361088591104,0.178,0.382,1.21653559629616e-29,"2","CHMP4B"
3.97443437572909e-34,-0.309292535366307,0.094,0.275,1.33294580093202e-29,"2","SIK3"
4.42682707762496e-34,-0.400842231266918,0.269,0.479,1.48466926529386e-29,"2","EMB"
4.52225109316745e-34,-0.275720643783067,0.058,0.225,1.5166725716265e-29,"2","SLC25A24"
4.72196950328228e-34,-0.339349857189428,0.179,0.391,1.58365413201081e-29,"2","LASP1"
5.98285232237674e-34,-0.359334060912922,0.194,0.403,2.00652901187871e-29,"2","SFT2D1"
6.37563954442438e-34,-0.268283742676602,0.04,0.197,2.13826199040905e-29,"2","HOTAIRM1"
6.59443139250042e-34,-0.404877255867454,0.363,0.568,2.21164040041679e-29,"2","LAMP1"
6.66969749489791e-34,-0.340937209422786,0.144,0.342,2.23688314583886e-29,"2","CCDC88B"
6.77156028679951e-34,-0.320133185118714,0.109,0.297,2.27104588898682e-29,"2","RAB8B"
7.38946343342412e-34,-0.391776490025411,0.171,0.372,2.47827824630178e-29,"2","LEPROT"
8.43337311047741e-34,-0.291148614631675,0.074,0.248,2.82838467379191e-29,"2","MANBA"
8.73932000924813e-34,-0.295183633756452,0.102,0.287,2.93099314470164e-29,"2","MAP3K11"
8.84239223412916e-34,0.284939226037024,0.657,0.474,2.96556150748224e-29,"2","RARRES3"
8.98773624781954e-34,-0.383995811102562,0.349,0.55,3.01430698279372e-29,"2","RAB7A"
9.78730083634518e-34,-1.14934365646352,0.021,0.16,3.28246495449345e-29,"2","FCGR3A"
1.04822884700815e-33,-0.300068641152549,0.086,0.265,3.51554990709595e-29,"2","PRKACA"
1.13584800568569e-33,-0.302763710107084,0.039,0.192,3.80940704146866e-29,"2","SLC15A4"
1.33564881192651e-33,-0.359826165187391,0.177,0.378,4.47949898543913e-29,"2","DICER1"
1.42288754343093e-33,-0.324817374276523,0.137,0.332,4.77208024315864e-29,"2","RAB1A"
1.45777129854061e-33,-0.369273685440751,0.326,0.541,4.88907338104551e-29,"2","TAOK3"
1.46484196206342e-33,0.410575025455124,0.391,0.232,4.91278697236831e-29,"2","BCL2"
1.72257542893286e-33,-0.459890763931477,0.003,0.129,5.77717347355503e-29,"2","BLK"
1.73325027414692e-33,-0.383597389909042,0.635,0.784,5.81297476943394e-29,"2","ARL6IP5"
1.93841585824549e-33,-0.354484146599234,0.225,0.431,6.50105910538373e-29,"2","CCDC69"
1.94291723040323e-33,-0.252316427231261,0.042,0.198,6.51615580732634e-29,"2","AMPD2"
1.99775028954271e-33,-0.315345055355509,0.077,0.248,6.70005492106835e-29,"2","PLCG2"
2.41867994129296e-33,-0.324695425988411,0.138,0.331,8.11176878710832e-29,"2","EIF4EBP2"
3.32757045116655e-33,-0.263271739166899,0.043,0.199,1.11600057791224e-28,"2","ACSL4"
3.39303763631105e-33,-0.388245560244202,0.132,0.327,1.137956962466e-28,"2","ILK"
3.76182449561537e-33,-0.279096750627491,0.037,0.188,1.26164069933948e-28,"2","FNDC3B"
3.86121468417475e-33,-0.372654148250655,0.524,0.719,1.29497418077853e-28,"2","GUK1"
3.98562546873632e-33,-0.362090622570679,0.331,0.542,1.33669906970479e-28,"2","WAS"
4.03067939060645e-33,-0.296330901444134,0.081,0.255,1.35180925402159e-28,"2","CPEB4"
4.03436435727906e-33,-0.36999885975039,0.474,0.658,1.35304511814425e-28,"2","ATP5PB"
4.2270822303761e-33,-0.295316381079633,0.088,0.266,1.41767883842354e-28,"2","ZDHHC7"
4.49184296439822e-33,-0.363675337839936,0.506,0.703,1.50647429339988e-28,"2","TAPBP"
4.57951899420153e-33,-0.340411384138518,0.18,0.385,1.53587908027531e-28,"2","TACC1"
5.13382960620428e-33,-0.283227394586916,0.041,0.194,1.72178377332879e-28,"2","CREB3L2"
5.69819735246652e-33,-0.265566310969046,0.034,0.183,1.91106142807022e-28,"2","BMP2K"
6.57824627869819e-33,-0.381853567090962,0.522,0.689,2.2062122369498e-28,"2","MTDH"
6.61623610836227e-33,-0.362336294493574,0.445,0.665,2.21895326602254e-28,"2","TRAPPC1"
6.94213407477437e-33,-0.331578247031242,0.178,0.38,2.32825292599783e-28,"2","CNDP2"
6.96841497918336e-33,-0.477173341881036,0.126,0.308,2.33706701571852e-28,"2","CYB561A3"
7.74150989528285e-33,-0.469172640004347,0.01,0.139,2.59634758867996e-28,"2","NCR3"
7.89194526833037e-33,-0.363039703061826,0.284,0.498,2.64680060409264e-28,"2","SSR1"
8.17584863056193e-33,0.295919979833025,0.949,0.925,2.74201611371786e-28,"2","COMMD6"
8.72785345689648e-33,-0.273369303781421,0.009,0.138,2.92714749237394e-28,"2","ADRB2"
9.5601534088428e-33,-0.372685168485636,0.011,0.142,3.2062842502577e-28,"2","PRDM1"
1.18367251071147e-32,-0.316099035771464,0.124,0.311,3.96980086642413e-28,"2","PLEKHB2"
1.32379409659571e-32,-0.27089357353672,0.061,0.224,4.4397406411627e-28,"2","AP1B1"
1.47577018347504e-32,-0.258897922138735,0.013,0.146,4.9494380413386e-28,"2","CALHM6"
1.57041914273747e-32,-0.350655296593894,0.186,0.389,5.26687172091292e-28,"2","RAP2B"
1.79437562110334e-32,-0.291832906941292,0.067,0.232,6.01797695805639e-28,"2","PHF21A"
1.83463203521027e-32,-0.358308593645501,0.536,0.711,6.1529889196882e-28,"2","TMEM59"
1.87410648004562e-32,-0.308546111559711,0.058,0.218,6.28537831277701e-28,"2","MOSPD2"
2.18165384920034e-32,-0.259738018054229,0.015,0.149,7.31683067944811e-28,"2","ARHGEF40"
2.39933955563404e-32,-0.387557122023139,0.395,0.592,8.04690500168544e-28,"2","PRDX5"
2.56749783675842e-32,-0.392190714146457,0.409,0.595,8.61087424492037e-28,"2","RNH1"
2.60369390605855e-32,-0.419643412209221,0.456,0.654,8.73226862213918e-28,"2","PDIA3"
2.64923395764398e-32,-0.327958014827859,0.168,0.367,8.88500084714638e-28,"2","WDR26"
2.67192621544274e-32,-0.583947922302138,0.018,0.15,8.96110614135188e-28,"2","TNFRSF13C"
2.75096521898816e-32,-0.35091820167993,0.283,0.494,9.22618715144248e-28,"2","PPP4C"
2.83739281388789e-32,-0.331729817608961,0.162,0.359,9.51604801921719e-28,"2","GLTP"
2.98377598440176e-32,-0.276393719181475,0.049,0.203,1.00069878964866e-27,"2","EIF4G3"
2.9853836108443e-32,-0.267042071768899,0.049,0.204,1.00123795540496e-27,"2","PIEZO1"
3.17594162506129e-32,-0.330549381499477,0.135,0.323,1.06514730221306e-27,"2","OAZ2"
3.28821976926999e-32,-0.268262912575422,0.054,0.211,1.10280314621777e-27,"2","ZFYVE16"
4.21571153213079e-32,-0.260023044244211,0.054,0.21,1.41386533364602e-27,"2","TMEM127"
4.7162145674822e-32,0.309246531797756,0.53,0.355,1.58172404164218e-27,"2","SEPT1"
5.6126871043493e-32,0.364566038836756,0.362,0.214,1.88238300105667e-27,"2","TNRC6C"
5.88738385031737e-32,-0.363122165579945,0.032,0.172,1.97451079571944e-27,"2","MTSS1"
6.4829514450701e-32,-0.269520391999596,0.087,0.261,2.17425225564761e-27,"2","ARL8A"
6.91146117002525e-32,-0.258341618872772,0.016,0.148,2.31796584720307e-27,"2","BHLHE40"
7.52262344594458e-32,-0.371619175128631,0.318,0.53,2.52293745130089e-27,"2","BAX"
7.6321041696003e-32,-0.502733395667009,0.005,0.127,2.55965509640055e-27,"2","FCER2"
7.86776954604802e-32,-0.389001482849588,0.205,0.402,2.63869255035359e-27,"2","SERPINB6"
8.47165183602714e-32,0.439519454192101,0.607,0.484,2.84122259276678e-27,"2","CYLD"
8.89396340226082e-32,-0.303340119361827,0.961,0.966,2.98285744585023e-27,"2","PTPRC"
1.03918808315926e-31,-0.297003379617302,0.125,0.31,3.48522899329953e-27,"2","SND1"
1.06022587732908e-31,-0.254846040650387,0.005,0.127,3.55578554738628e-27,"2","CRISPLD2"
1.19905937213276e-31,-0.250721286963998,0.008,0.132,4.02140532225883e-27,"2","ADAM19"
1.58964544518149e-31,-0.43811859551503,0.051,0.2,5.33135289404967e-27,"2","IFITM3"
1.7048152785361e-31,-0.328900936457166,0.224,0.431,5.71760948115438e-27,"2","EIF6"
1.72338529118529e-31,-0.32809420205441,0.211,0.414,5.77988958957722e-27,"2","EP300"
1.7694052268309e-31,-0.268549662018717,0.074,0.239,5.93423124974549e-27,"2","NCSTN"
1.78055641331565e-31,-0.2850956234276,0.085,0.254,5.97163009897802e-27,"2","WDR11"
1.81929100256715e-31,-0.339157318120307,0.264,0.476,6.10153816440969e-27,"2","GNAI3"
2.0992981763902e-31,-0.320669833083542,0.157,0.352,7.04062622397744e-27,"2","IFI27L2"
2.1978891559231e-31,-0.308339680399946,0.126,0.311,7.37128065113488e-27,"2","MAPK14"
2.21004572567384e-31,-0.326770073897671,0.183,0.382,7.41205135476491e-27,"2","LSM10"
2.29847881097153e-31,-0.375872471124585,0.402,0.598,7.70863823623632e-27,"2","DEK"
2.59670510594735e-31,-0.313838348851633,0.124,0.308,8.70882958432621e-27,"2","SFT2D2"
3.02182135971329e-31,-0.331138157637347,0.208,0.408,1.01345844762064e-26,"2","TRIM8"
3.27532154455957e-31,-0.59477922695166,0.083,0.236,1.09847733961439e-26,"2","C12orf75"
3.99535992570531e-31,-0.317395486891835,0.157,0.35,1.33996381188305e-26,"2","MXD4"
4.58713163083518e-31,-0.361612401827165,0.329,0.542,1.5384322063495e-26,"2","EIF1B"
4.87895725166312e-31,-0.341164327558834,0.3,0.505,1.63630468306278e-26,"2","SNX17"
4.94388667596833e-31,-0.383721613467579,0.19,0.38,1.65808071338626e-26,"2","CHD9"
5.040551070121e-31,-0.304446499137508,0.123,0.303,1.69050001789718e-26,"2","MAP3K3"
6.07330407330189e-31,0.270945102681073,0.522,0.321,2.03686472010399e-26,"2","SPOCK2"
6.27149882881461e-31,-0.306129346375289,0.147,0.338,2.10333527720784e-26,"2","SMS"
6.60892906216685e-31,-0.351279468425964,0.262,0.465,2.21650262886952e-26,"2","MGAT1"
7.37115832901146e-31,-0.304693728809397,0.098,0.27,2.47213908038386e-26,"2","DNAJC10"
8.17394524365422e-31,-0.319964702384647,0.123,0.304,2.74137775581675e-26,"2","LFNG"
8.82309241326979e-31,-0.367688246761705,0.45,0.644,2.95908873356242e-26,"2","GRK2"
8.99804064510768e-31,-0.304979478542598,0.11,0.286,3.01776287155621e-26,"2","CSGALNACT2"
9.18246045946325e-31,-0.321574081851763,0.181,0.378,3.07961358889479e-26,"2","RAB18"
9.36799480014889e-31,-0.498008571714772,0.004,0.122,3.14183809607394e-26,"2","SPIB"
1.25539932961301e-30,-0.355388655081296,0.282,0.493,4.21035827165612e-26,"2","NAA38"
1.36877214227758e-30,-0.355296110372163,0.349,0.55,4.59058801077056e-26,"2","PAK2"
1.43181983273866e-30,-0.355725140896975,0.298,0.503,4.80203735503893e-26,"2","ARID1A"
1.51631785606461e-30,-0.354148469758586,0.32,0.528,5.08542682566948e-26,"2","CELF1"
1.55736792352531e-30,0.329254545644637,0.317,0.177,5.2231005419192e-26,"2","PIM2"
1.61888171847281e-30,-0.250269915794422,0.059,0.215,5.42940550741413e-26,"2","SUSD6"
1.64648903851597e-30,-0.265161013491389,0.021,0.152,5.52199493737486e-26,"2","VAV3"
2.04529051207505e-30,-0.312038776701485,0.107,0.281,6.85949531939729e-26,"2","OTULINL"
2.04684107692767e-30,0.331378549639927,0.591,0.413,6.86469560380002e-26,"2","STK17A"
2.26523259311993e-30,-0.319579340292263,0.173,0.366,7.59713707080562e-26,"2","RPS6KA1"
2.5497446469128e-30,-0.300327013886107,0.135,0.319,8.55133359681613e-26,"2","ERGIC1"
2.60251854742318e-30,0.3259468905728,0.777,0.632,8.72832670434788e-26,"2","GIMAP4"
2.77895605871573e-30,-1.67342190312607,0.446,0.491,9.3200628297208e-26,"2","AIF1"
2.92084416562659e-30,-0.299712766491883,0.907,0.955,9.79592716267845e-26,"2","HMGB1"
2.99185075748058e-30,0.348480960341866,0.683,0.554,1.00340690704384e-25,"2","PEBP1"
3.08562521409032e-30,-0.470630534399881,0.528,0.668,1.03485698430161e-25,"2","PKM"
3.34336704365698e-30,-0.343858559928036,0.665,0.797,1.12129843910168e-25,"2","HNRNPA3"
3.40720036777376e-30,-0.470463585817389,0.396,0.582,1.14270685934396e-25,"2","HMGB2"
3.63164107207658e-30,0.297150208636462,0.898,0.842,1.21797978275304e-25,"2","EIF4A2"
3.65751754668445e-30,-0.281904632746973,0.103,0.275,1.22665823480703e-25,"2","PQLC3"
4.11355219106497e-30,-0.362163311023902,0.467,0.648,1.37960313383937e-25,"2","SELENOF"
4.16125127090728e-30,-0.340516994889577,0.057,0.205,1.39560045123688e-25,"2","VNN2"
4.69664699426569e-30,-0.263032150785901,0.059,0.212,1.57516146893683e-25,"2","CHPT1"
4.93780602478239e-30,-0.331732112154549,0.144,0.326,1.65604138459152e-25,"2","NPTN"
